employee_id,age_raw,gender,sector,stress_level,stress_source,destress_method,sleep_hours,age_group,risk_category
1799,54,Hombre,Tecnología,6,Finanzas,Naturaleza,6.6348157367628735,Boomers (50+),Riesgo Moderado
1800,56,Hombre,Retail,5,Carga Laboral,Videojuegos,6.810047175348953,Boomers (50+),Riesgo Moderado
1801,47,Mujer,Finanzas,4,Finanzas,Videojuegos,7.099928625626106,Gen X (40-49),Bajo Riesgo
1802,29,Mujer,Educación,5,Familia,Deporte,7.051975568985579,Gen Z (20-29),Riesgo Moderado
1803,57,Mujer,Tecnología,4,Salud,Naturaleza,8.479220023548352,Boomers (50+),Bajo Riesgo
1804,51,Hombre,Tecnología,5,Finanzas,Videojuegos,4.868466109553115,Boomers (50+),Riesgo Moderado
1805,44,Mujer,Construcción,5,Salud,Socializar,8.879420810445424,Gen X (40-49),Riesgo Moderado
1806,63,Hombre,Retail,3,Salud,Videojuegos,4.4932696775473016,Boomers (50+),Bajo Riesgo
1807,35,Hombre,Salud,8,Familia,Naturaleza,8.371774738344994,Millennials (30-39),Alto Riesgo
1808,35,Hombre,Tecnología,6,Carga Laboral,Socializar,7.252307612180978,Millennials (30-39),Riesgo Moderado
1809,23,Hombre,Educación,9,Carga Laboral,Deporte,5.726068608620606,Gen Z (20-29),Alto Riesgo
1810,58,Hombre,Educación,6,Salud,Socializar,2.869358494047152,Boomers (50+),Riesgo Moderado
1811,26,Mujer,Construcción,7,Finanzas,Videojuegos,4.25747486513778,Gen Z (20-29),Riesgo Moderado
1812,59,Mujer,Educación,3,Salud,Videojuegos,5.549168089266639,Boomers (50+),Bajo Riesgo
1813,62,Mujer,Construcción,6,Carga Laboral,Videojuegos,7.168728770454576,Boomers (50+),Riesgo Moderado
1814,35,Hombre,Tecnología,2,Finanzas,Deporte,5.69860344569775,Millennials (30-39),Bajo Riesgo
1815,60,Hombre,Tecnología,4,Carga Laboral,Videojuegos,6.441808942308819,Boomers (50+),Bajo Riesgo
1816,46,Hombre,Tecnología,9,Familia,Naturaleza,5.845082779966671,Gen X (40-49),Alto Riesgo
1817,41,No Binario,Tecnología,4,Carga Laboral,Deporte,6.75270974015589,Gen X (40-49),Bajo Riesgo
1818,23,Mujer,Salud,7,Finanzas,Socializar,4.424170265095864,Gen Z (20-29),Riesgo Moderado
1819,60,Mujer,Retail,6,Finanzas,Videojuegos,6.103994342669068,Boomers (50+),Riesgo Moderado
1820,27,Hombre,Retail,6,Salud,Naturaleza,7.289372808024571,Gen Z (20-29),Riesgo Moderado
1821,38,Mujer,Salud,4,Finanzas,Naturaleza,10.290009019545804,Millennials (30-39),Bajo Riesgo
1822,46,Hombre,Tecnología,4,Familia,Deporte,7.764055646718933,Gen X (40-49),Bajo Riesgo
1823,49,Mujer,Educación,6,Carga Laboral,Naturaleza,6.222219803030753,Gen X (40-49),Riesgo Moderado
1824,23,Mujer,Construcción,6,Salud,Deporte,5.541831396018502,Gen Z (20-29),Riesgo Moderado
1825,56,No Binario,Retail,6,Salud,Deporte,7.186044578659575,Boomers (50+),Riesgo Moderado
1826,58,Mujer,Finanzas,6,Finanzas,Deporte,5.242866505694158,Boomers (50+),Riesgo Moderado
1827,26,Hombre,Construcción,6,Familia,Socializar,6.716344956704948,Gen Z (20-29),Riesgo Moderado
1828,22,Mujer,Finanzas,6,Salud,Socializar,6.975068515637319,Gen Z (20-29),Riesgo Moderado
1829,61,Mujer,Finanzas,5,Familia,Naturaleza,6.204028798574405,Boomers (50+),Riesgo Moderado
1830,33,Hombre,Tecnología,4,Familia,Socializar,7.958049023634186,Millennials (30-39),Bajo Riesgo
1831,57,Hombre,Finanzas,4,Carga Laboral,Deporte,6.358993963447323,Boomers (50+),Bajo Riesgo
1832,44,Hombre,Tecnología,6,Carga Laboral,Deporte,5.82509805701902,Gen X (40-49),Riesgo Moderado
1833,52,Hombre,Salud,8,Carga Laboral,Socializar,5.734985121997171,Boomers (50+),Alto Riesgo
1834,32,Hombre,Educación,2,Familia,Naturaleza,4.563026177171688,Millennials (30-39),Bajo Riesgo
1835,31,Mujer,Finanzas,9,Carga Laboral,Deporte,4.367394587824473,Millennials (30-39),Alto Riesgo
1836,24,Hombre,Educación,7,Salud,Socializar,7.398789050335597,Gen Z (20-29),Riesgo Moderado
1837,35,Hombre,Tecnología,6,Salud,Videojuegos,8.717596605576261,Millennials (30-39),Riesgo Moderado
1838,37,Mujer,Finanzas,3,Finanzas,Naturaleza,9.722765193705037,Millennials (30-39),Bajo Riesgo
1839,31,Mujer,Construcción,4,Familia,Naturaleza,8.176283730772992,Millennials (30-39),Bajo Riesgo
1840,50,Mujer,Salud,7,Carga Laboral,Naturaleza,7.28093745750667,Gen X (40-49),Riesgo Moderado
1841,31,Hombre,Retail,5,Salud,Videojuegos,6.96160707640967,Millennials (30-39),Riesgo Moderado
1842,33,Mujer,Salud,4,Familia,Deporte,8.464980499317726,Millennials (30-39),Bajo Riesgo
1843,51,Mujer,Finanzas,4,Familia,Naturaleza,5.946946269189064,Boomers (50+),Bajo Riesgo
1844,62,Hombre,Salud,5,Carga Laboral,Socializar,9.201565168312252,Boomers (50+),Riesgo Moderado
1845,22,Hombre,Retail,5,Familia,Naturaleza,6.440353950396591,Gen Z (20-29),Riesgo Moderado
1846,26,Mujer,Construcción,6,Carga Laboral,Socializar,6.888799105051593,Gen Z (20-29),Riesgo Moderado
1847,41,Mujer,Educación,3,Carga Laboral,Naturaleza,6.537046025452296,Gen X (40-49),Bajo Riesgo
1848,29,No Binario,Construcción,7,Carga Laboral,Socializar,8.187836861105204,Gen Z (20-29),Riesgo Moderado
1849,64,Mujer,Salud,4,Familia,Socializar,6.482507526973847,Boomers (50+),Bajo Riesgo
1850,33,Mujer,Retail,6,Familia,Socializar,7.107219476628068,Millennials (30-39),Riesgo Moderado
1851,22,Mujer,Educación,10,Carga Laboral,Videojuegos,4.671128115917867,Gen Z (20-29),Alto Riesgo
1852,41,Hombre,Retail,6,Familia,Videojuegos,6.209600044119986,Gen X (40-49),Riesgo Moderado
1853,49,Hombre,Construcción,4,Carga Laboral,Videojuegos,8.070640485360242,Gen X (40-49),Bajo Riesgo
1854,64,Hombre,Tecnología,4,Finanzas,Deporte,5.232575173462093,Boomers (50+),Bajo Riesgo
1855,58,Mujer,Tecnología,3,Familia,Socializar,6.459738007038623,Boomers (50+),Bajo Riesgo
1856,58,Mujer,Educación,7,Familia,Deporte,6.440084337541711,Boomers (50+),Riesgo Moderado
1857,33,Mujer,Educación,5,Finanzas,Videojuegos,5.623375782168904,Millennials (30-39),Riesgo Moderado
1858,58,Hombre,Educación,2,Finanzas,Socializar,8.027353701241546,Boomers (50+),Bajo Riesgo
1859,49,Mujer,Tecnología,3,Finanzas,Deporte,7.24240285510921,Gen X (40-49),Bajo Riesgo
1860,36,Hombre,Construcción,2,Carga Laboral,Videojuegos,7.853130671716988,Millennials (30-39),Bajo Riesgo
1861,27,Hombre,Educación,7,Carga Laboral,Deporte,8.077224441849081,Gen Z (20-29),Riesgo Moderado
1862,41,Mujer,Tecnología,3,Salud,Deporte,6.546536897128514,Gen X (40-49),Bajo Riesgo
1863,35,Mujer,Educación,6,Finanzas,Videojuegos,8.86094248490739,Millennials (30-39),Riesgo Moderado
1864,23,No Binario,Educación,5,Salud,Socializar,4.675278417936223,Gen Z (20-29),Riesgo Moderado
1865,30,Hombre,Retail,6,Carga Laboral,Naturaleza,6.274828247840188,Gen Z (20-29),Riesgo Moderado
1866,58,Mujer,Educación,5,Familia,Naturaleza,6.723429097144089,Boomers (50+),Riesgo Moderado
1867,41,Hombre,Tecnología,6,Finanzas,Deporte,3.891074204900312,Gen X (40-49),Riesgo Moderado
1868,47,Hombre,Construcción,4,Familia,Deporte,8.622243294750994,Gen X (40-49),Bajo Riesgo
1869,50,Mujer,Tecnología,4,Carga Laboral,Deporte,5.197295117622726,Gen X (40-49),Bajo Riesgo
1870,22,Mujer,Tecnología,5,Finanzas,Socializar,6.602059270612455,Gen Z (20-29),Riesgo Moderado
1871,56,Mujer,Educación,6,Salud,Deporte,7.632236037826765,Boomers (50+),Riesgo Moderado
1872,27,Hombre,Retail,4,Salud,Deporte,9.97726096689968,Gen Z (20-29),Bajo Riesgo
1873,58,Mujer,Finanzas,4,Carga Laboral,Deporte,4.002628788286858,Boomers (50+),Bajo Riesgo
1874,26,Hombre,Finanzas,5,Familia,Videojuegos,7.394563265973247,Gen Z (20-29),Riesgo Moderado
1875,54,Mujer,Finanzas,6,Carga Laboral,Naturaleza,6.086108275018759,Boomers (50+),Riesgo Moderado
1876,35,Hombre,Tecnología,4,Familia,Naturaleza,7.471945797417592,Millennials (30-39),Bajo Riesgo
1877,33,Hombre,Educación,6,Carga Laboral,Videojuegos,7.906151575231551,Millennials (30-39),Riesgo Moderado
1878,63,Mujer,Finanzas,4,Salud,Socializar,7.127345154104944,Boomers (50+),Bajo Riesgo
1879,41,Mujer,Salud,7,Familia,Socializar,6.619051091933777,Gen X (40-49),Riesgo Moderado
1880,45,Hombre,Salud,7,Carga Laboral,Socializar,4.914538815848229,Gen X (40-49),Riesgo Moderado
1881,64,Hombre,Salud,5,Finanzas,Videojuegos,5.021061685464865,Boomers (50+),Riesgo Moderado
1882,55,Mujer,Construcción,6,Salud,Naturaleza,7.708360929441552,Boomers (50+),Riesgo Moderado
1883,46,Hombre,Educación,3,Salud,Naturaleza,5.211245208777171,Gen X (40-49),Bajo Riesgo
1884,50,Hombre,Tecnología,5,Finanzas,Deporte,7.138115857934625,Gen X (40-49),Riesgo Moderado
1885,60,Hombre,Tecnología,4,Carga Laboral,Naturaleza,8.453398449412958,Boomers (50+),Bajo Riesgo
1886,52,Hombre,Educación,5,Familia,Socializar,4.553365068515757,Boomers (50+),Riesgo Moderado
1887,64,Mujer,Retail,5,Salud,Socializar,8.458807582610977,Boomers (50+),Riesgo Moderado
1888,44,Mujer,Retail,4,Carga Laboral,Deporte,8.407420781424376,Gen X (40-49),Bajo Riesgo
1889,59,Mujer,Construcción,3,Finanzas,Deporte,7.013854053672138,Boomers (50+),Bajo Riesgo
1890,41,No Binario,Educación,5,Familia,Naturaleza,5.576998296432569,Gen X (40-49),Riesgo Moderado
1891,44,Hombre,Retail,7,Carga Laboral,Deporte,7.298256944441348,Gen X (40-49),Riesgo Moderado
1892,37,Hombre,Construcción,5,Carga Laboral,Deporte,6.2330001781862645,Millennials (30-39),Riesgo Moderado
1893,63,Hombre,Finanzas,3,Salud,Videojuegos,5.437867274404203,Boomers (50+),Bajo Riesgo
1894,29,Hombre,Finanzas,5,Salud,Naturaleza,6.70734401656982,Gen Z (20-29),Riesgo Moderado
1895,42,Hombre,Construcción,7,Familia,Socializar,5.186392254365421,Gen X (40-49),Riesgo Moderado
1896,22,Mujer,Educación,5,Carga Laboral,Videojuegos,4.726039099101133,Gen Z (20-29),Riesgo Moderado
1897,29,Mujer,Finanzas,4,Finanzas,Socializar,5.685107136663367,Gen Z (20-29),Bajo Riesgo
1898,50,Hombre,Educación,8,Finanzas,Deporte,3.9186654312665183,Gen X (40-49),Alto Riesgo
1899,53,Mujer,Retail,3,Familia,Deporte,8.298278387372449,Boomers (50+),Bajo Riesgo
1900,59,Mujer,Finanzas,5,Carga Laboral,Socializar,7.275088512287421,Boomers (50+),Riesgo Moderado
1901,26,Mujer,Retail,5,Salud,Videojuegos,5.209214709082433,Gen Z (20-29),Riesgo Moderado
1902,43,Mujer,Educación,6,Carga Laboral,Videojuegos,5.735446080382831,Gen X (40-49),Riesgo Moderado
1903,55,Mujer,Educación,6,Salud,Videojuegos,7.638120037507299,Boomers (50+),Riesgo Moderado
1904,22,Mujer,Salud,5,Finanzas,Deporte,8.40964672135664,Gen Z (20-29),Riesgo Moderado
1905,47,Mujer,Construcción,4,Familia,Naturaleza,6.660833730614096,Gen X (40-49),Bajo Riesgo
1906,64,Mujer,Tecnología,5,Familia,Deporte,6.112912037337357,Boomers (50+),Riesgo Moderado
1907,31,Hombre,Construcción,5,Familia,Socializar,4.0492690374755815,Millennials (30-39),Riesgo Moderado
1908,51,Hombre,Educación,5,Salud,Videojuegos,6.017844483711866,Boomers (50+),Riesgo Moderado
1909,39,Mujer,Educación,5,Finanzas,Naturaleza,4.792829929819447,Millennials (30-39),Riesgo Moderado
1910,38,Hombre,Construcción,3,Finanzas,Videojuegos,4.7487396332497,Millennials (30-39),Bajo Riesgo
1911,47,Hombre,Educación,8,Familia,Deporte,8.3495737641978,Gen X (40-49),Alto Riesgo
1912,29,Mujer,Retail,7,Familia,Naturaleza,6.324399983749374,Gen Z (20-29),Riesgo Moderado
1913,61,Hombre,Finanzas,5,Salud,Naturaleza,6.711115344965393,Boomers (50+),Riesgo Moderado
1914,33,Mujer,Educación,6,Salud,Deporte,7.109846422389739,Millennials (30-39),Riesgo Moderado
1915,48,Mujer,Construcción,5,Carga Laboral,Videojuegos,6.232849930302136,Gen X (40-49),Riesgo Moderado
1916,29,No Binario,Construcción,5,Salud,Videojuegos,6.601733983976214,Gen Z (20-29),Riesgo Moderado
1917,46,Mujer,Construcción,6,Carga Laboral,Videojuegos,6.5291638717439495,Gen X (40-49),Riesgo Moderado
1918,25,Hombre,Salud,7,Familia,Deporte,5.860386550013067,Gen Z (20-29),Riesgo Moderado
1919,54,Mujer,Retail,8,Finanzas,Socializar,6.910874788537979,Boomers (50+),Alto Riesgo
1920,22,Mujer,Retail,5,Salud,Socializar,6.367440535622396,Gen Z (20-29),Riesgo Moderado
1921,40,No Binario,Salud,5,Finanzas,Videojuegos,6.63259981688114,Millennials (30-39),Riesgo Moderado
1922,52,Hombre,Retail,8,Salud,Naturaleza,6.506218613154757,Boomers (50+),Alto Riesgo
1923,37,Hombre,Salud,8,Salud,Socializar,9.433376490540631,Millennials (30-39),Alto Riesgo
1924,35,Mujer,Retail,6,Carga Laboral,Videojuegos,7.984650160551538,Millennials (30-39),Riesgo Moderado
1925,26,Hombre,Salud,6,Salud,Socializar,7.663815655610946,Gen Z (20-29),Riesgo Moderado
1926,62,Mujer,Salud,7,Familia,Videojuegos,7.205085092243484,Boomers (50+),Riesgo Moderado
1927,47,Hombre,Retail,3,Finanzas,Socializar,7.139171678264828,Gen X (40-49),Bajo Riesgo
1928,49,Hombre,Salud,5,Salud,Socializar,6.076735116107361,Gen X (40-49),Riesgo Moderado
1929,23,Hombre,Retail,4,Finanzas,Naturaleza,8.18106357158842,Gen Z (20-29),Bajo Riesgo
1930,27,Hombre,Salud,6,Finanzas,Naturaleza,6.993941704459699,Gen Z (20-29),Riesgo Moderado
1931,30,Mujer,Construcción,3,Finanzas,Socializar,7.375561323469681,Gen Z (20-29),Bajo Riesgo
1932,54,Mujer,Tecnología,6,Salud,Videojuegos,6.059305714915643,Boomers (50+),Riesgo Moderado
1933,62,Hombre,Retail,8,Carga Laboral,Naturaleza,5.193838385774389,Boomers (50+),Alto Riesgo
1934,46,Mujer,Salud,7,Finanzas,Deporte,8.203297858076294,Gen X (40-49),Riesgo Moderado
1935,34,Hombre,Construcción,6,Finanzas,Naturaleza,6.693813328839966,Millennials (30-39),Riesgo Moderado
1936,30,Mujer,Tecnología,4,Salud,Socializar,5.7813898337192455,Gen Z (20-29),Bajo Riesgo
1937,34,Hombre,Salud,6,Salud,Socializar,7.014234371179524,Millennials (30-39),Riesgo Moderado
1938,52,Mujer,Tecnología,3,Familia,Deporte,6.3425558023168005,Boomers (50+),Bajo Riesgo
1939,62,Mujer,Retail,3,Familia,Naturaleza,8.824935280294449,Boomers (50+),Bajo Riesgo
1940,32,Mujer,Tecnología,3,Carga Laboral,Socializar,5.965870991508393,Millennials (30-39),Bajo Riesgo
1941,25,Mujer,Finanzas,4,Carga Laboral,Deporte,7.16957761231992,Gen Z (20-29),Bajo Riesgo
1942,55,Mujer,Educación,6,Carga Laboral,Deporte,8.130449767021195,Boomers (50+),Riesgo Moderado
1943,59,No Binario,Finanzas,6,Carga Laboral,Videojuegos,7.483891136317253,Boomers (50+),Riesgo Moderado
1944,25,Mujer,Retail,4,Finanzas,Naturaleza,7.313274045213095,Gen Z (20-29),Bajo Riesgo
1945,59,Mujer,Retail,5,Salud,Naturaleza,5.739820954303311,Boomers (50+),Riesgo Moderado
1946,40,Mujer,Tecnología,7,Familia,Naturaleza,6.675414430014327,Millennials (30-39),Riesgo Moderado
1947,27,Hombre,Construcción,6,Finanzas,Socializar,7.192093681845532,Gen Z (20-29),Riesgo Moderado
1948,55,Mujer,Salud,5,Salud,Deporte,6.754259724459289,Boomers (50+),Riesgo Moderado
1949,39,Hombre,Educación,4,Salud,Videojuegos,8.722756601232351,Millennials (30-39),Bajo Riesgo
1950,34,Mujer,Salud,8,Finanzas,Naturaleza,6.251318276403427,Millennials (30-39),Alto Riesgo
1951,62,Mujer,Construcción,5,Finanzas,Videojuegos,6.550131788657428,Boomers (50+),Riesgo Moderado
1952,44,Mujer,Retail,8,Familia,Videojuegos,10.374699672998846,Gen X (40-49),Alto Riesgo
1953,40,Hombre,Educación,4,Carga Laboral,Deporte,7.745383733426776,Millennials (30-39),Bajo Riesgo
1954,32,Hombre,Finanzas,4,Carga Laboral,Naturaleza,5.047796789570072,Millennials (30-39),Bajo Riesgo
1955,22,Mujer,Retail,4,Familia,Videojuegos,7.24693459557915,Gen Z (20-29),Bajo Riesgo
1956,45,Mujer,Retail,7,Familia,Naturaleza,7.6896115580276,Gen X (40-49),Riesgo Moderado
1957,28,Hombre,Tecnología,6,Carga Laboral,Naturaleza,5.298208592413502,Gen Z (20-29),Riesgo Moderado
1958,46,Hombre,Construcción,4,Finanzas,Naturaleza,6.048513407128294,Gen X (40-49),Bajo Riesgo
1959,42,Mujer,Tecnología,4,Carga Laboral,Videojuegos,4.713057064116493,Gen X (40-49),Bajo Riesgo
1960,36,Mujer,Tecnología,6,Salud,Deporte,6.940493692002735,Millennials (30-39),Riesgo Moderado
1961,22,Hombre,Salud,6,Salud,Deporte,4.067563018435939,Gen Z (20-29),Riesgo Moderado
1962,33,Hombre,Retail,6,Familia,Videojuegos,5.317548897432039,Millennials (30-39),Riesgo Moderado
1963,28,Hombre,Construcción,7,Carga Laboral,Socializar,4.425343806907652,Gen Z (20-29),Riesgo Moderado
1964,36,No Binario,Tecnología,4,Carga Laboral,Naturaleza,6.992802295714266,Millennials (30-39),Bajo Riesgo
1965,42,Hombre,Finanzas,2,Salud,Naturaleza,5.991930673995913,Gen X (40-49),Bajo Riesgo
1966,40,Hombre,Educación,5,Carga Laboral,Deporte,7.095809123443264,Millennials (30-39),Riesgo Moderado
1967,50,Hombre,Construcción,4,Familia,Videojuegos,3.747069418800135,Gen X (40-49),Bajo Riesgo
1968,46,Hombre,Salud,4,Familia,Videojuegos,5.3280766747856,Gen X (40-49),Bajo Riesgo
1969,54,Mujer,Construcción,6,Salud,Socializar,7.684762721826352,Boomers (50+),Riesgo Moderado
1970,53,Hombre,Retail,6,Carga Laboral,Socializar,4.774976598576408,Boomers (50+),Riesgo Moderado
1971,56,Hombre,Salud,6,Carga Laboral,Deporte,8.033922532428104,Boomers (50+),Riesgo Moderado
1972,59,Hombre,Educación,4,Salud,Socializar,6.271648152198741,Boomers (50+),Bajo Riesgo
1973,47,Hombre,Finanzas,5,Finanzas,Socializar,5.244832391032372,Gen X (40-49),Riesgo Moderado
1974,32,Hombre,Tecnología,4,Finanzas,Videojuegos,5.340399405935855,Millennials (30-39),Bajo Riesgo
1975,56,Mujer,Construcción,6,Carga Laboral,Videojuegos,6.821455909933399,Boomers (50+),Riesgo Moderado
1976,29,Mujer,Salud,6,Familia,Socializar,9.792181785299526,Gen Z (20-29),Riesgo Moderado
1977,35,Mujer,Educación,5,Finanzas,Deporte,10.57669087347159,Millennials (30-39),Riesgo Moderado
1978,31,Mujer,Tecnología,5,Carga Laboral,Socializar,4.4970996497735225,Millennials (30-39),Riesgo Moderado
1979,23,Mujer,Educación,10,Finanzas,Deporte,7.509043260500153,Gen Z (20-29),Alto Riesgo
1980,30,Hombre,Finanzas,3,Salud,Socializar,8.999974329786493,Gen Z (20-29),Bajo Riesgo
1981,24,Mujer,Tecnología,5,Finanzas,Videojuegos,4.632146417749348,Gen Z (20-29),Riesgo Moderado
1982,42,Mujer,Tecnología,3,Finanzas,Videojuegos,5.563005300677812,Gen X (40-49),Bajo Riesgo
1983,47,Mujer,Tecnología,5,Salud,Deporte,6.935993575860976,Gen X (40-49),Riesgo Moderado
1984,29,Mujer,Salud,9,Familia,Socializar,6.561315562228659,Gen Z (20-29),Alto Riesgo
1985,23,Hombre,Tecnología,5,Carga Laboral,Socializar,4.423293341417274,Gen Z (20-29),Riesgo Moderado
1986,27,Mujer,Educación,5,Familia,Deporte,7.621669218969649,Gen Z (20-29),Riesgo Moderado
1987,49,Mujer,Salud,6,Familia,Socializar,7.151843909989434,Gen X (40-49),Riesgo Moderado
1988,50,No Binario,Tecnología,7,Finanzas,Naturaleza,7.912059938968941,Gen X (40-49),Riesgo Moderado
1989,47,Hombre,Educación,7,Carga Laboral,Videojuegos,7.299987352500697,Gen X (40-49),Riesgo Moderado
1990,46,Hombre,Educación,3,Finanzas,Videojuegos,7.291302617526884,Gen X (40-49),Bajo Riesgo
1991,33,Hombre,Construcción,6,Salud,Deporte,6.543395112324416,Millennials (30-39),Riesgo Moderado
1992,26,Mujer,Educación,6,Familia,Socializar,8.313075946366435,Gen Z (20-29),Riesgo Moderado
1993,55,Hombre,Retail,7,Familia,Deporte,4.50940641181157,Boomers (50+),Riesgo Moderado
1994,58,Hombre,Finanzas,8,Salud,Naturaleza,4.852740373765152,Boomers (50+),Alto Riesgo
1995,36,No Binario,Tecnología,8,Carga Laboral,Socializar,8.144971845426156,Millennials (30-39),Alto Riesgo
1996,57,Hombre,Tecnología,4,Familia,Naturaleza,6.075641827856512,Boomers (50+),Bajo Riesgo
1997,36,Mujer,Tecnología,4,Familia,Deporte,5.138707381235201,Millennials (30-39),Bajo Riesgo
1998,64,Hombre,Educación,8,Carga Laboral,Videojuegos,7.76670661965947,Boomers (50+),Alto Riesgo
1999,44,Mujer,Educación,5,Finanzas,Naturaleza,7.513142467457744,Gen X (40-49),Riesgo Moderado
2000,27,Mujer,Tecnología,5,Salud,Socializar,3.516207531929129,Gen Z (20-29),Riesgo Moderado
2001,64,Mujer,Retail,3,Carga Laboral,Deporte,7.523161985545797,Boomers (50+),Bajo Riesgo
2002,42,Mujer,Salud,6,Salud,Deporte,5.553557002629468,Gen X (40-49),Riesgo Moderado
2003,44,Hombre,Salud,5,Salud,Deporte,7.235906485905037,Gen X (40-49),Riesgo Moderado
2004,64,Hombre,Finanzas,6,Familia,Videojuegos,6.382386545848246,Boomers (50+),Riesgo Moderado
2005,37,Hombre,Construcción,5,Carga Laboral,Deporte,7.4209765681086175,Millennials (30-39),Riesgo Moderado
2006,36,Mujer,Finanzas,3,Salud,Deporte,6.483552345858654,Millennials (30-39),Bajo Riesgo
2007,46,Mujer,Tecnología,4,Finanzas,Videojuegos,4.629065116537527,Gen X (40-49),Bajo Riesgo
2008,57,Hombre,Tecnología,6,Salud,Deporte,4.085546591782419,Boomers (50+),Riesgo Moderado
2009,32,Mujer,Tecnología,7,Familia,Deporte,4.480184791569156,Millennials (30-39),Riesgo Moderado
2010,36,Hombre,Construcción,4,Finanzas,Naturaleza,4.830075576111636,Millennials (30-39),Bajo Riesgo
2011,25,Mujer,Educación,6,Finanzas,Deporte,7.157573956266346,Gen Z (20-29),Riesgo Moderado
2012,42,No Binario,Construcción,3,Carga Laboral,Videojuegos,7.940307376545203,Gen X (40-49),Bajo Riesgo
2013,34,Hombre,Finanzas,5,Finanzas,Naturaleza,6.033078054315783,Millennials (30-39),Riesgo Moderado
2014,43,Mujer,Educación,7,Carga Laboral,Deporte,5.155663404772568,Gen X (40-49),Riesgo Moderado
2015,40,Hombre,Educación,8,Carga Laboral,Videojuegos,6.545733221428298,Millennials (30-39),Alto Riesgo
2016,55,Mujer,Finanzas,5,Finanzas,Socializar,3.5396049025701206,Boomers (50+),Riesgo Moderado
2017,35,Mujer,Educación,5,Carga Laboral,Deporte,7.428914284907139,Millennials (30-39),Riesgo Moderado
2018,25,Hombre,Salud,5,Carga Laboral,Socializar,6.392737142802544,Gen Z (20-29),Riesgo Moderado
2019,48,Hombre,Finanzas,4,Finanzas,Naturaleza,6.610577711353946,Gen X (40-49),Bajo Riesgo
2020,50,Hombre,Finanzas,5,Familia,Videojuegos,5.695056953589658,Gen X (40-49),Riesgo Moderado
2021,49,Mujer,Salud,6,Salud,Naturaleza,5.56420692694857,Gen X (40-49),Riesgo Moderado
2022,56,Mujer,Construcción,4,Carga Laboral,Socializar,4.025926125131174,Boomers (50+),Bajo Riesgo
2023,29,Hombre,Construcción,8,Carga Laboral,Socializar,7.801788797290574,Gen Z (20-29),Alto Riesgo
2024,37,Mujer,Construcción,6,Finanzas,Socializar,4.609526250743971,Millennials (30-39),Riesgo Moderado
2025,63,Mujer,Educación,5,Salud,Videojuegos,5.418755345885041,Boomers (50+),Riesgo Moderado
2026,57,Hombre,Salud,7,Salud,Socializar,5.078243093062712,Boomers (50+),Riesgo Moderado
2027,51,Hombre,Finanzas,5,Carga Laboral,Socializar,7.749258103680747,Boomers (50+),Riesgo Moderado
2028,39,Mujer,Finanzas,7,Finanzas,Videojuegos,5.623526180480516,Millennials (30-39),Riesgo Moderado
2029,23,Mujer,Finanzas,5,Familia,Socializar,7.945108920422824,Gen Z (20-29),Riesgo Moderado
2030,34,Hombre,Educación,5,Salud,Deporte,7.37439576101238,Millennials (30-39),Riesgo Moderado
2031,25,Hombre,Educación,3,Familia,Socializar,5.083518747306734,Gen Z (20-29),Bajo Riesgo
2032,47,Hombre,Retail,4,Finanzas,Videojuegos,6.34827710062529,Gen X (40-49),Bajo Riesgo
2033,46,Mujer,Construcción,5,Familia,Socializar,3.955140109863856,Gen X (40-49),Riesgo Moderado
2034,51,Hombre,Retail,5,Finanzas,Videojuegos,7.099248479369627,Boomers (50+),Riesgo Moderado
2035,32,Hombre,Retail,3,Carga Laboral,Socializar,5.516896742089155,Millennials (30-39),Bajo Riesgo
2036,28,Mujer,Educación,5,Familia,Deporte,4.915766890527856,Gen Z (20-29),Riesgo Moderado
2037,52,Mujer,Construcción,3,Carga Laboral,Videojuegos,6.089357660195642,Boomers (50+),Bajo Riesgo
2038,31,Hombre,Construcción,5,Carga Laboral,Videojuegos,5.803921371410258,Millennials (30-39),Riesgo Moderado
2039,60,Hombre,Finanzas,6,Finanzas,Videojuegos,6.923986683734893,Boomers (50+),Riesgo Moderado
2040,34,Mujer,Educación,4,Familia,Videojuegos,9.349879390321394,Millennials (30-39),Bajo Riesgo
2041,52,Hombre,Construcción,8,Salud,Socializar,8.483800934569095,Boomers (50+),Alto Riesgo
2042,28,Hombre,Retail,6,Familia,Socializar,4.709439242279631,Gen Z (20-29),Riesgo Moderado
2043,63,Mujer,Salud,3,Salud,Deporte,8.802882724079168,Boomers (50+),Bajo Riesgo
2044,63,Hombre,Salud,6,Carga Laboral,Deporte,6.570197211925402,Boomers (50+),Riesgo Moderado
2045,57,Mujer,Educación,5,Carga Laboral,Socializar,2.6852809658930408,Boomers (50+),Riesgo Moderado
2046,41,Mujer,Finanzas,7,Finanzas,Naturaleza,6.159231709022936,Gen X (40-49),Riesgo Moderado
2047,25,Hombre,Finanzas,6,Salud,Videojuegos,4.1629229143372495,Gen Z (20-29),Riesgo Moderado
2048,28,Hombre,Construcción,5,Familia,Socializar,5.842881902772525,Gen Z (20-29),Riesgo Moderado
2049,22,Mujer,Educación,9,Finanzas,Deporte,9.362874807659402,Gen Z (20-29),Alto Riesgo
2050,63,Mujer,Salud,3,Finanzas,Videojuegos,4.534293137535064,Boomers (50+),Bajo Riesgo
